County;Site;parnr;Lupin;Species;Swedish.name.x;Occ;Veghgt.avg;Litt.avg;Time.of.immigration;Index.of.invasive.concern;Biodiversity.relevance;Nectar.production;Heat.requirement;Cold.requirement;Temp..optimum;Continentality;Light;Moisture;Soil.reaction..pH.;Nitrogen..N.;Phosphorus..P.;Salinity;Grazing.mowing;Soil.disturbance;Longevity;Pollinator.dependence;Phenology;Extreme.phenology;Seed.dormancy;Seed.bank;Seed.disperser;Nitrogen.fixation;Photosynthetic.pathway;Mycorrhiza;Carnivory;Parasitism;X1.Siliceous.rock;X2.Ultrabasic.rock;X3.Calcareous.rock;X4.Dry.heath;X5..Dry.meadow;X6.Steppic.meadow;X7.Sand.steppe;Swedish.name.y;Family;Dataset;Distribution.in.all.counties;Missing.county;Status;Medelhöjd..cm.;Träd;Management.dependent
Uppsala;Slutbo;2;No;Equisetum arvense;Åkerfräken;10;0,625;1,2;0;0;1;1;2;3;9;5;5;4;6;5;4;2;3;2;4;0b;5;4;;NA;AirD;0;C3;AM;0;0;0;0;0;0;1;0;0;Åkerfräken;Equisetaceae;Uppland;yes;;LC;30;0;0
Uppsala;Slutbo;2;No;Gallium mollugo;Stormåra;2;0,625;1,2;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Slutbo;2;No;Lapsana communis;Harkål;2;0,625;1,2;0;0;4;3;7;2;6;5;5;5;5;7;5;1;2;7;1;0c;8;1;1;3;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Harkål;Asteraceae;Uppland;yes;;LC;70;0;1
Uppsala;Slutbo;2;No;Lathyrus pratensis;Gulvial;3;0,625;1,2;0;0;5;5;3;2;8;5;6;5;5;5;3;2;3;2;4;2a;9;2;3;2;Expl;1;C3;AM;0;0;0;0;0;0;0;0;0;Gulvial;Fabaceae;Uppland;yes;;LC;60;0;1
Uppsala;Slutbo;2;No;Leucanthemum vulgare;Prästkrage;6;0,625;1,2;0;0;5;6;3;3;9;5;6;3;6;4;3;1;5;7;3;1;7;2;2;4;Passive;0;C3;AM;0;0;0;0;1;0;3;1;0;Prästkrage;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Slutbo;2;No;Lupinus polyphyllus;Blomsterlupin;3;0,625;1,2;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Slutbo;2;No;Myosotis arvensis;Åkerförgätmigej;5;0,625;1,2;0;0;3;4;3;3;9;4;5;5;6;6;3;1;3;8;1;0c;6;3;;3;Adh;0;C3;AM;0;0;0;2;0;0;0;0;0;Åkerförgätmigej;Boraginaceae;Uppland;yes;;LC;25;0;1
Uppsala;Slutbo;2;No;Plantago major;Groblad;1;0,625;1,2;0;0;6;1;5;1;6;5;5;4;5;5;4;3;7;6;4;0b;10;3;;4;Adh;0;C3;AM;0;0;0;0;0;0;0;0;0;Groblad;Plantaginaceae;Uppland;yes;;LC;30;0;1
Uppsala;Slutbo;2;No;Ranunculus acris subsp. acris;Smörblomma;9;0,625;1,2;0;0;5;4;2;3;9;5;5;5;4;7;3;2;5;2;4;2;6;3;;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Vanligsmörblomma;Ranunculaceae;Uppland;yes;;LC;45;0;1
Uppsala;Slutbo;2;No;Ranunculus repens;Revsmörblomma;4;0,625;1,2;0;0;4;3;3;2;8;5;4;7;5;7;4;2;5;4;4;1;7;2;;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Revsmörblomma;Ranunculaceae;Uppland;yes;;LC;30;0;0
Uppsala;Slutbo;2;No;Scorzoneroides autumnalis;Höstfibbla;1;0,625;1,2;0;0;4;5;2;4;10;5;6;5;6;5;3;2;7;5;4;1;11;4;;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Höstfibbla;Asteraceae;Uppland;yes;;LC;25;0;1
Uppsala;Slutbo;2;No;Taraxacum;Maskros;3;0,625;1,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Maskros;Asteraceae;Uppland;yes;;LC;NA;0;1
Uppsala;Slutbo;2;No;Trifolium hybridum;Alsikeklöver;1;0,625;1,2;1;7;5;4;6;3;7;6;6;4;6;4;4;1;3;7;4;2a;8;1;2;4;Passive;1;C3;AM;0;0;0;0;0;0;0;0;0;Alsikeklöver;Fabaceae;Uppland;yes;;LC;35;0;1
Uppsala;Slutbo;2;No;Trifolium medium;Skogsklöver;2;0,625;1,2;0;0;5;6;6;4;8;6;5;3;5;3;3;1;3;2;4;2a;8;1;;2;Passive;1;C3;AM;0;0;0;0;0;1;2;1;0;Skogsklöver;Fabaceae;Uppland;yes;;LC;27,5;0;1
Uppsala;Slutbo;2;No;Tripleurospermum inodorum;Baldersbrå;8;0,625;1,2;1;4;4;4;6;4;8;5;6;5;7;8;5;3;3;9;1;2;7;2;2;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Baldersbrå;Asteraceae;Uppland;yes;;LC;50;0;0
Uppsala;Slutbo;2;Yes;Achillea millefolium;Röllika;4;42,5;0,4;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Slutbo;2;Yes;Campanula persicifolia;Stor blåklocka;3;42,5;0,4;0;0;3;5;9;3;6;6;5;3;6;5;3;1;3;3;4;2a;8;1;2;3;Passive;0;C3;AM;0;0;0;1;1;0;1;1;0;Storblåklocka;Campanulaceae;Uppland;yes;;LC;65;0;1
Uppsala;Slutbo;2;Yes;Cirsium arvense;Åkertistel;1;42,5;0,4;0;0;5;5;6;3;7;5;6;5;5;7;4;2;3;2;4;2;9;2;4;4;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Åkertistel;Asteraceae;Uppland;yes;;LC;95;0;-1
Uppsala;Slutbo;2;Yes;Equisetum arvense;Åkerfräken;1;42,5;0,4;0;0;1;1;2;3;9;5;5;4;6;5;4;2;3;2;4;0b;5;4;;NA;AirD;0;C3;AM;0;0;0;0;0;0;1;0;0;Åkerfräken;Equisetaceae;Uppland;yes;;LC;30;0;0
Uppsala;Slutbo;2;Yes;Filipendula ulmaria;Älggräs;4;42,5;0,4;0;0;4;3;3;4;10;5;5;8;5;8;5;2;3;2;4;1;9;2;4;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Älggräs;Rosaceae;Värmland;yes;;LC;100;0;0
Uppsala;Slutbo;2;Yes;Filipendula ulmaria;Älggräs;4;42,5;0,4;0;0;4;3;3;4;10;5;5;8;5;8;5;2;3;2;4;1;9;2;4;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Älgört;Rosaceae;Uppland;yes;;LC;100;0;0
Uppsala;Slutbo;2;Yes;Gallium mollugo;Stormåra;1;42,5;0,4;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Slutbo;2;Yes;Leucanthemum vulgare;Prästkrage;6;42,5;0,4;0;0;5;6;3;3;9;5;6;3;6;4;3;1;5;7;3;1;7;2;2;4;Passive;0;C3;AM;0;0;0;0;1;0;3;1;0;Prästkrage;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Slutbo;2;Yes;Lupinus polyphyllus;Blomsterlupin;16;42,5;0,4;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Slutbo;2;Yes;Ranunculus acris subsp. acris;Smörblomma;10;42,5;0,4;0;0;5;4;2;3;9;5;5;5;4;7;3;2;5;2;4;2;6;3;;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Vanligsmörblomma;Ranunculaceae;Uppland;yes;;LC;45;0;1
Uppsala;Slutbo;2;Yes;Stellaria graminea;Grässtjärnblomma;1;42,5;0,4;0;0;4;3;3;4;10;5;5;4;5;4;3;2;5;3;4;1;7;2;;3;Passive;0;C3;None;0;0;0;1;0;1;1;1;0;Grässtjärnblomma;Caryophyllaceae;Uppland;yes;;LC;20;0;1
Uppsala;Slutbo;2;Yes;Taraxacum;Maskros;4;42,5;0,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Maskros;Asteraceae;Uppland;yes;;LC;NA;0;1
Uppsala;Slutbo;2;Yes;Trifolium hybridum;Alsikeklöver;2;42,5;0,4;1;7;5;4;6;3;7;6;6;4;6;4;4;1;3;7;4;2a;8;1;2;4;Passive;1;C3;AM;0;0;0;0;0;0;0;0;0;Alsikeklöver;Fabaceae;Uppland;yes;;LC;35;0;1
Uppsala;Slutbo;2;Yes;Trifolium medium;Skogsklöver;1;42,5;0,4;0;0;5;6;6;4;8;6;5;3;5;3;3;1;3;2;4;2a;8;1;;2;Passive;1;C3;AM;0;0;0;0;0;1;2;1;0;Skogsklöver;Fabaceae;Uppland;yes;;LC;27,5;0;1
Uppsala;Slutbo;2;Yes;Trifolium repens;Vitklöver;2;42,5;0,4;1;4;5;6;3;2;8;5;6;5;6;4;4;2;8;4;4;2a;7;2;2;4;Passive;1;C3;AM;0;0;0;0;0;1;1;1;0;Vitklöver;Fabaceae;Uppland;yes;;LC;20;0;1
Uppsala;Slutbo;2;Yes;Tussilago farfara;Hästhov;3;42,5;0,4;0;0;4;5;3;3;9;4;5;6;6;5;4;2;2;6;4;1;3;6;2;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Hästhov;Asteraceae;Uppland;yes;;LC;12,5;0;0
Uppsala;Slutbo;2;Yes;Tussilago farfara;Hästhov;3;42,5;0,4;0;0;4;5;3;3;9;4;5;6;6;5;4;2;2;6;4;1;3;6;2;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Tussilago;Asteraceae;Värmland;yes;;LC;12,5;0;0
Uppsala;Slutbo;2;Yes;Veronica arvensis;Fältveronika;2;42,5;0,4;0;0;3;3;10;2;4;5;6;4;6;3;4;1;5;7;1;0c;6;3;2;2;Passive;0;C3;AM;0;0;0;1;1;0;1;1;0;Fältveronika;Plantaginaceae;Uppland;yes;;LC;15;0;1
Uppsala;Solbo;1;No;Achillea millefolium;Röllika;16;1,875;2,4;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Solbo;1;No;Anthriscus sylvestris;Hundkäx;1;1,875;2,4;0;0;4;5;5;2;7;5;5;5;6;7;4;2;3;2;4;1;6;3;4;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Hundkex;Apiaceae;Uppland;yes;;LC;100;0;-1
Uppsala;Solbo;1;No;Betula pubescens;Glasbjörk;1;1,875;2,4;0;0;8;1;3;5;11;5;5;7;2;5;3;2;3;5;4;0b;5;4;2;3;AirW;0;C3;EM;0;0;0;0;0;0;0;0;0;Glasbjörk;Betulaceae;Uppland;yes;;LC;1400;1;NA
Uppsala;Solbo;1;No;Equisetum arvense;Åkerfräken;15;1,875;2,4;0;0;1;1;2;3;9;5;5;4;6;5;4;2;3;2;4;0b;5;4;;NA;AirD;0;C3;AM;0;0;0;0;0;0;1;0;0;Åkerfräken;Equisetaceae;Uppland;yes;;LC;30;0;0
Uppsala;Solbo;1;No;Equisetum sylvaticum;Skogsfräken;1;1,875;2,4;0;0;1;1;3;4;10;5;4;5;2;3;2;2;3;2;4;0b;6;3;;NA;AirD;0;C3;AM;0;0;0;0;0;0;0;0;0;Skogsfräken;Equisetaceae;Uppland;yes;;LC;40;0;-1
Uppsala;Solbo;1;No;Fragaria vesca;Smultron;13;1,875;2,4;0;0;5;3;4;2;7;4;4;4;5;4;3;2;5;4;4;1;6;3;;4;Bird;0;C3;AM;0;0;0;1;1;1;1;0;0;Smultron;Rosaceae;Uppland;yes;;LC;12,5;0;0
Uppsala;Solbo;1;No;Gallium mollugo;Stormåra;1;1,875;2,4;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Solbo;1;No;Hieracium sect. Bifida;Krattfibblor;1;1,875;2,4;0;0;4;5;4;3;8;5;5;3;6;3;3;1;2;4;4;0d;7;2;2;2;AirP;0;C3;AM;0;0;0;1;2;0;1;1;0;Krattfibblor;Asteraceae;Uppland;yes;;;NA;0;0
Uppsala;Solbo;1;No;Hieracium umbellatum;Flockfibbla;4;1,875;2,4;0;0;4;5;5;3;8;5;6;3;4;4;3;2;3;5;4;1;10;3;;2;AirP;0;C3;AM;0;0;1;1;0;1;1;0;0;Flockfibbla;Asteraceae;Uppland;yes;;LC;52,5;0;0
Uppsala;Solbo;1;No;Leucanthemum vulgare;Prästkrage;3;1,875;2,4;0;0;5;6;3;3;9;5;6;3;6;4;3;1;5;7;3;1;7;2;2;4;Passive;0;C3;AM;0;0;0;0;1;0;3;1;0;Prästkrage;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Solbo;1;No;Lupinus polyphyllus;Blomsterlupin;2;1,875;2,4;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Solbo;1;No;Luzula multiflora;Ängsfryle;3;1,875;2,4;0;0;3;1;4;3;8;5;5;3;4;4;4;1;5;5;3;0b;7;2;;3;Myr;0;C3;None;0;0;0;1;0;0;0;0;0;Ängsfryle;Juncaceae;Uppland;yes;;LC;30;0;2
Uppsala;Solbo;1;No;Pilosella cymosa;Kvastfibbla;14;1,875;2,4;0;0;3;3;5;3;8;8;7;2;6;5;2;1;4;6;4;0d;7;2;2;2;AirP;0;C3;AM;0;0;0;3;0;0;3;0;0;Kvastfibbla;Asteraceae;Uppland;yes;;LC;60;0;0
Uppsala;Solbo;1;No;Pilosella officinarum;Vanlig gråfibbla;1;1,875;2,4;0;0;4;3;5;3;8;5;7;1;3;3;3;1;7;2;4;0d;7;2;;2;AirP;0;C3;AM;0;0;1;1;0;3;2;1;0;Gråfibbla;Asteraceae;Uppland;yes;;LC;12,5;0;2
Uppsala;Solbo;1;No;Potentilla erecta;Blodrot;1;1,875;2,4;0;0;4;3;3;2;8;4;5;6;4;3;2;1;5;2;4;2;6;3;;4;Passive;0;C3;AM;0;0;0;0;0;1;1;0;0;Blodrot;Rosaceae;Uppland;yes;;LC;30;0;1
Uppsala;Solbo;1;No;Ranunculus acris subsp. acris;Smörblomma;2;1,875;2,4;0;0;5;4;2;3;9;5;5;5;4;7;3;2;5;2;4;2;6;3;;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Vanligsmörblomma;Ranunculaceae;Uppland;yes;;LC;45;0;1
Uppsala;Solbo;1;No;Rubus saxatilis;Stenbär;5;1,875;2,4;0;0;6;4;3;5;11;5;3;5;5;5;3;2;4;3;4;2;8;1;4;2;Bird;0;C3;AM;0;0;0;1;1;0;0;0;0;Stenbär;Rosaceae;Uppland;yes;;LC;22,5;0;-1
Uppsala;Solbo;1;No;Taraxacum;Maskros;1;1,875;2,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Maskros;Asteraceae;Uppland;yes;;LC;NA;0;1
Uppsala;Solbo;1;No;Trifolium medium;Skogsklöver;16;1,875;2,4;0;0;5;6;6;4;8;6;5;3;5;3;3;1;3;2;4;2a;8;1;;2;Passive;1;C3;AM;0;0;0;0;0;1;2;1;0;Skogsklöver;Fabaceae;Uppland;yes;;LC;27,5;0;1
Uppsala;Solbo;1;No;Tussilago farfara;Hästhov;4;1,875;2,4;0;0;4;5;3;3;9;4;5;6;6;5;4;2;2;6;4;1;3;6;2;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Hästhov;Asteraceae;Uppland;yes;;LC;12,5;0;0
Uppsala;Solbo;1;No;Tussilago farfara;Hästhov;4;1,875;2,4;0;0;4;5;3;3;9;4;5;6;6;5;4;2;2;6;4;1;3;6;2;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Tussilago;Asteraceae;Värmland;yes;;LC;12,5;0;0
Uppsala;Solbo;1;Yes;Achillea millefolium;Röllika;1;67,5;1,2;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Solbo;1;Yes;Anthriscus sylvestris;Hundkäx;3;67,5;1,2;0;0;4;5;5;2;7;5;5;5;6;7;4;2;3;2;4;1;6;3;4;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Hundkex;Apiaceae;Uppland;yes;;LC;100;0;-1
Uppsala;Solbo;1;Yes;Equisetum arvense;Åkerfräken;4;67,5;1,2;0;0;1;1;2;3;9;5;5;4;6;5;4;2;3;2;4;0b;5;4;;NA;AirD;0;C3;AM;0;0;0;0;0;0;1;0;0;Åkerfräken;Equisetaceae;Uppland;yes;;LC;30;0;0
Uppsala;Solbo;1;Yes;Equisetum sylvaticum;Skogsfräken;2;67,5;1,2;0;0;1;1;3;4;10;5;4;5;2;3;2;2;3;2;4;0b;6;3;;NA;AirD;0;C3;AM;0;0;0;0;0;0;0;0;0;Skogsfräken;Equisetaceae;Uppland;yes;;LC;40;0;-1
Uppsala;Solbo;1;Yes;Gallium mollugo;Stormåra;3;67,5;1,2;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Solbo;1;Yes;Lupinus polyphyllus;Blomsterlupin;16;67,5;1,2;4;18,1;2;5;6;4;8;4;5;3;2;2;4;1;2;2;4;1a;7;2;2;3;Expl;1;C3;None;0;0;0;0;0;0;0;0;0;Lupin;Fabaceae;Uppland;yes;;;85;0;-1
Uppsala;Solbo;1;Yes;Pilosella cymosa;Kvastfibbla;5;67,5;1,2;0;0;3;3;5;3;8;8;7;2;6;5;2;1;4;6;4;0d;7;2;2;2;AirP;0;C3;AM;0;0;0;3;0;0;3;0;0;Kvastfibbla;Asteraceae;Uppland;yes;;LC;60;0;0
Uppsala;Solbo;1;Yes;Pilosella officinarum;Vanlig gråfibbla;3;67,5;1,2;0;0;4;3;5;3;8;5;7;1;3;3;3;1;7;2;4;0d;7;2;;2;AirP;0;C3;AM;0;0;1;1;0;3;2;1;0;Gråfibbla;Asteraceae;Uppland;yes;;LC;12,5;0;2
Uppsala;Solbo;1;Yes;Scorzoneroides autumnalis;Höstfibbla;2;67,5;1,2;0;0;4;5;2;4;10;5;6;5;6;5;3;2;7;5;4;1;11;4;;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Höstfibbla;Asteraceae;Uppland;yes;;LC;25;0;1
Uppsala;Solbo;1;Yes;Taraxacum;Maskros;6;67,5;1,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Maskros;Asteraceae;Uppland;yes;;LC;NA;0;1
Uppsala;Solbo;1;Yes;Trifolium medium;Skogsklöver;4;67,5;1,2;0;0;5;6;6;4;8;6;5;3;5;3;3;1;3;2;4;2a;8;1;;2;Passive;1;C3;AM;0;0;0;0;0;1;2;1;0;Skogsklöver;Fabaceae;Uppland;yes;;LC;27,5;0;1
Uppsala;Solbo;1;Yes;Vicia sepium;Häckvicker;2;67,5;1,2;0;0;5;3;5;3;8;5;3;4;6;4;4;1;4;2;4;1a;7;2;;3;Expl;1;C3;AM;0;0;0;0;0;0;1;0;0;Häckvicker;Fabaceae;Uppland;yes;;LC;45;0;1
Uppsala;Solbo;2;No;Achillea millefolium;Röllika;16;11,875;1;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Solbo;2;No;Anthriscus sylvestris;Hundkäx;5;11,875;1;0;0;4;5;5;2;7;5;5;5;6;7;4;2;3;2;4;1;6;3;4;2;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Hundkex;Apiaceae;Uppland;yes;;LC;100;0;-1
Uppsala;Solbo;2;No;Betula pendula;Vårtbjörk;1;11,875;1;0;0;8;1;6;4;8;7;5;4;4;4;3;2;3;5;4;0b;5;4;2;4;AirW;0;C3;EM;0;0;1;1;0;1;1;0;0;Vårtbjörk;Betulaceae;Uppland;yes;;LC;1650;1;NA
Uppsala;Solbo;2;No;Equisetum arvense;Åkerfräken;7;11,875;1;0;0;1;1;2;3;9;5;5;4;6;5;4;2;3;2;4;0b;5;4;;NA;AirD;0;C3;AM;0;0;0;0;0;0;1;0;0;Åkerfräken;Equisetaceae;Uppland;yes;;LC;30;0;0
Uppsala;Solbo;2;No;Equisetum sylvaticum;Skogsfräken;6;11,875;1;0;0;1;1;3;4;10;5;4;5;2;3;2;2;3;2;4;0b;6;3;;NA;AirD;0;C3;AM;0;0;0;0;0;0;0;0;0;Skogsfräken;Equisetaceae;Uppland;yes;;LC;40;0;-1
Uppsala;Solbo;2;No;Fragaria vesca;Smultron;4;11,875;1;0;0;5;3;4;2;7;4;4;4;5;4;3;2;5;4;4;1;6;3;;4;Bird;0;C3;AM;0;0;0;1;1;1;1;0;0;Smultron;Rosaceae;Uppland;yes;;LC;12,5;0;0
Uppsala;Solbo;2;No;Gallium mollugo;Stormåra;7;11,875;1;1;4;5;2;4;2;7;5;5;3;5;5;3;1;3;2;4;1;8;1;;3;Passive;0;C3;AM;0;0;0;1;0;0;1;0;0;Stormåra;Rubiaceae;Uppland;yes;;LC;65;0;0
Uppsala;Solbo;2;No;Hieracium sect. Bifida;Krattfibblor;1;11,875;1;0;0;4;5;4;3;8;5;5;3;6;3;3;1;2;4;4;0d;7;2;2;2;AirP;0;C3;AM;0;0;0;1;2;0;1;1;0;Krattfibblor;Asteraceae;Uppland;yes;;;NA;0;0
Uppsala;Solbo;2;No;Hieracium umbellatum;Flockfibbla;9;11,875;1;0;0;4;5;5;3;8;5;6;3;4;4;3;2;3;5;4;1;10;3;;2;AirP;0;C3;AM;0;0;1;1;0;1;1;0;0;Flockfibbla;Asteraceae;Uppland;yes;;LC;52,5;0;0
Uppsala;Solbo;2;No;Hypericum maculatum;Fyrkantig johannesört;1;11,875;1;0;0;3;2;5;4;9;5;5;3;3;5;3;1;4;5;4;1;10;3;;3;AirD;0;C3;AM;0;0;0;0;0;0;1;0;0;Fyrkantig johannesört;Hypericaceae;Uppland;yes;;LC;55;0;1
Uppsala;Solbo;2;No;Leucanthemum vulgare;Prästkrage;6;11,875;1;0;0;5;6;3;3;9;5;6;3;6;4;3;1;5;7;3;1;7;2;2;4;Passive;0;C3;AM;0;0;0;0;1;0;3;1;0;Prästkrage;Asteraceae;Uppland;yes;;LC;45;0;1
Uppsala;Solbo;2;No;Lotus corniculatus;Käringtand;8;11,875;1;0;0;5;3;3;2;8;3;6;3;5;3;2;2;6;3;4;2a;7;2;3;4;Expl;1;C3;AM;0;0;0;1;1;1;2;1;0;Käringtand;Fabaceae;Uppland;yes;;LC;40;0;2
Uppsala;Solbo;2;No;Pilosella cymosa;Kvastfibbla;15;11,875;1;0;0;3;3;5;3;8;8;7;2;6;5;2;1;4;6;4;0d;7;2;2;2;AirP;0;C3;AM;0;0;0;3;0;0;3;0;0;Kvastfibbla;Asteraceae;Uppland;yes;;LC;60;0;0
Uppsala;Solbo;2;No;Pilosella officinarum;Vanlig gråfibbla;2;11,875;1;0;0;4;3;5;3;8;5;7;1;3;3;3;1;7;2;4;0d;7;2;;2;AirP;0;C3;AM;0;0;1;1;0;3;2;1;0;Gråfibbla;Asteraceae;Uppland;yes;;LC;12,5;0;2
Uppsala;Solbo;2;No;Prunella vulgaris;Brunört;2;11,875;1;0;0;4;5;4;2;7;5;5;6;6;5;2;1;7;6;4;1a;9;2;2;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Brunört;Lamiaceae;Uppland;yes;;LC;15;0;2
Uppsala;Solbo;2;No;Ranunculus repens;Revsmörblomma;5;11,875;1;0;0;4;3;3;2;8;5;4;7;5;7;4;2;5;4;4;1;7;2;;4;Passive;0;C3;AM;0;0;0;0;0;0;0;0;0;Revsmörblomma;Ranunculaceae;Uppland;yes;;LC;30;0;0
Uppsala;Solbo;2;No;Scorzoneroides autumnalis;Höstfibbla;2;11,875;1;0;0;4;5;2;4;10;5;6;5;6;5;3;2;7;5;4;1;11;4;;2;AirP;0;C3;AM;0;0;0;0;0;0;0;0;0;Höstfibbla;Asteraceae;Uppland;yes;;LC;25;0;1
Uppsala;Solbo;2;No;Taraxacum;Maskros;4;11,875;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Maskros;Asteraceae;Uppland;yes;;LC;NA;0;1
Uppsala;Solbo;2;No;Tragopogon pratensis;Ängshaverrot;1;11,875;1;0;0;3;4;10;4;6;6;7;2;7;6;4;1;1;7;2;1;7;2;2;2;AirP;0;C3;AM;0;0;0;0;0;0;0;2;0;Ängshaverrot;Asteraceae;Uppland;yes;;LC;55;0;1
Uppsala;Solbo;2;No;Trifolium hybridum;Alsikeklöver;5;11,875;1;1;7;5;4;6;3;7;6;6;4;6;4;4;1;3;7;4;2a;8;1;2;4;Passive;1;C3;AM;0;0;0;0;0;0;0;0;0;Alsikeklöver;Fabaceae;Uppland;yes;;LC;35;0;1
Uppsala;Solbo;2;No;Trifolium medium;Skogsklöver;9;11,875;1;0;0;5;6;6;4;8;6;5;3;5;3;3;1;3;2;4;2a;8;1;;2;Passive;1;C3;AM;0;0;0;0;0;1;2;1;0;Skogsklöver;Fabaceae;Uppland;yes;;LC;27,5;0;1
Uppsala;Solbo;2;Yes;Acer platanoides;Skogslönn;1;61,25;0,8;0;0;5;6;9;4;7;5;4;4;6;5;3;1;2;5;4;2;5;4;4;1;AirW;0;C3;AM/EM;0;0;0;0;0;0;0;0;0;Lönn;Sapindaceae;Uppland;yes;;LC;1500;1;NA
Uppsala;Solbo;2;Yes;Achillea millefolium;Röllika;4;61,25;0,8;0;0;6;6;3;3;9;5;6;2;5;5;5;2;5;2;4;2;8;1;2;3;Myr;0;C3;AM;0;0;1;1;1;1;1;1;0;Röllika;Asteraceae;Uppland;yes;;LC;45;0;1
